DBLP'title,DBLP'authors,DBLP'venue,DBLP'year,ACM'title,ACM'authors,ACM'venue,ACM'year
gur+d8r5!+O!+Vzntr+P217r17+(dOVP)+f!67rz,Qr1v6+YrrB+jn!1r+avoynpxB+Wnzr6+YA+Uns1r5B+Q5nt87v1+cr7x29vpB+Z!521+Syvpx1r5B+W21n7un1+N6uyr!,fVTZbQ+P21sr5r1pr,.**$,The query by image content (QBIC) system,"Jonathan Ashley, Myron Flickner, James Hafner, Denis Lee, Wayne Niblack, Dragutin Petkovic",International Conference on Management of Data,1995
R67vzn7v1t+P2z3vyn7v21+gvzr+2s+n+d8r5!+b37vzv?r5,Qr1tsr1t+Tn2B+Rvyrr1+gvr1+Yv1B+W81+en2B+Vuno+SA+Vy!n6B+T8!+ZA+Y2uzn1,fVTZbQ+erp25q,",__;",Estimating compilation time of a query optimizer,"Ihab F. Ilyas, Jun Rao, Guy Lohman, Dengfeng Gao, Eileen Lin",International Conference on Management of Data,2003
"QO,+d8r5!+cn5nyyryv6zM+f7ntv1t+n1q+Vz3yrzr17n7v21",l81+jn1t,iYQO,.**$,DB2 Query Parallelism: Staging and Implementation,Yun Wang,Very Large Data Bases,1995
T8r67+Rqv725vny,Ny21+lA+Unyr9!,iYQO+WA,",__,",Guest Editorial,Alon Y. Halevy,Very Large Data Bases,2002
f758p785r6+s25+Zn1v38yn7v1t+c52326rq+h3qn7r6+v1+bowrp7-b5vr17rq+Qn7non6r6,evpun5q+U8yyB+Z2unzzrq+e83n0nyynB+Zvpunry+Q2ur57!,fVTZbQ+erp25q,.**%, ,"Michael Doherty, Richard Hull, Mohammed Rupawalla",International Conference on Management of Data,1996
R1un1pv1t+Qn7non6r+P255rp71r66M+n+f7n7v67vpny+N3352npu,jr1-Puv+U28B+mu21t!n1t+mun1t,fVTZbQ+erp25q,.**$,Enhancing database correctness: a statistical approach,"Wen-Chi Hou, Zhongyang Zhang",International Conference on Management of Data,1995
QOfvzM+N+fvz8yn7v21+g22y+s25+c5rqvp7v1t+Qn7non6r+cr5s25zn1pr,P5nvt+j21tB+Zn5x+f72x53B+Zvxr+Yrsyr5,fVTZbQ+erp25q,.**%,DBSim: a simulation tool for predicting database performance,"Mark Lefler, Mark Stokrp, Craig Wong",International Conference on Management of Data,1996
f833257v1t+rssvpvr17+z8y7vzrqvn+qn7non6r+r 3y25n7v21,XA+fryç8x+Pn1qn1B+l26uv125v+Un5nB+X!2wv+Uv5n7nB+jr1-f!n1+Yv,iYQO+WA,",__.",Supporting efficient multimedia database exploration,"Wen-Syan Li, K.Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara",Very Large Data Bases,2001
jun7+Un33r16+Q85v1t+n+W2v1:+Qv66rp7v1t+Pch+n1q+Zrz25!+b37vzv?n7v21+Rssrp76,f7rsn1+Zn1rt2yqB+Zn57v1+YA+Xr567r1B+cr7r5+NA+O21p?,iYQO,",___",What Happens During a Join? Dissecting CPU and Memory Optimization Effects,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000
Q!1nzvp+cv3ryv1r+fpurq8yv1t+s25+Vz3529v1t+V17r5np7v9r+d8r5!+cr5s25zn1pr,g2ytn+h5un1B+Zvpunry+WA+S5n1xyv1,iYQO,",__.",Dynamic Pipeline Scheduling for Improving Interactive Query Performance,"Tolga Urhan, Michael J. Franklin",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
Sv1qv1t+V17r16v21ny+X120yrqtr+2s+Qv67n1pr-On6rq+b87yvr56,en!z21q+gA+atB+Rq0v1+ZA+X1255,iYQO,.***,Finding Intensional Knowledge of Distance-Based Outliers,"Edwin M. Knorr, Raymond T. Ng",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1999
NeVRf/PfNM+N+Zr7u2q+s25+Qn7non6r+erp29r5!+v1+Pyvr17-fr59r5+N5puv7rp785r6,PA+Z2un1B+V1qr53ny+an5n1t,fVTZbQ+P21sr5r1pr,.**#,ARIES/CSA: a method for database recovery in client-server architectures,"C. Mohan, Inderpal Narang",International Conference on Management of Data,1994
Qrpv6v21+gnoyr6M+fpnynoyr+Pyn66vsvpn7v21+R 3y25v1t+eQOZf+Pn3novyv7vr6,U21t!n1+Yv8B+U21tw81+Y8,iYQO,",___",Decision Tables: Scalable Classification Exploring RDBMS Capabilities,"Hongjun Lu, Hongyan Liu",Very Large Data Bases,2000
QOYrn51M+N+f!67rz+c52727!3r+s25+X120yrqtr+Qv6p29r5!+v1+eryn7v21ny+Qn7non6r6,l8r+U8n1tB+ln1q21t+PnvB+l21twvn1+S8B+avpx+Pr5p21rB+Wvn0rv+Un1,fVTZbQ+P21sr5r1pr,.**#,DBLearn: a system prototype for knowledge discovery in relational databases,"Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone",International Conference on Management of Data,1994
Py867r5v1t+Pn7rt25vpny+Qn7nM+N1+N3352npu+On6rq+21+Q!1nzvpny+f!67rz6,Qn9vq+Tvo621B+W21+ZA+Xyrv1or5tB+c5nounxn5+entun9n1,iYQO+WA,",___",Clustering categorical data: an approach based on dynamical systems,"David Gibson, Jon Kleinberg, Prabhakar Raghavan",Very Large Data Bases,2000
gv7yrB+S25r025qB+c5rsnpr+72+7ur+f3rpvny+V668r+21+f3n7vny+Qn7non6r+f!67rz6B+V1qr +i2yA+;,:,iYQO+WA,.**#,Special issue on spatial database systems,H. J. Schek,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994
eryn rq+g5n16np7v21+c52pr66v1t,Qn55ryy+j2ryxB+Z81v1qn5+cA+fv1tuB+Pu5v67v1r+g2zyv1621,fVTZbQ+P21sr5r1pr,.**#,Relaxed transaction processing,"Munindar P. Singh, Christine Tomlinson, Darrell Woelk",International Conference on Management of Data,1994
OrffM+f725ntr+f833257+s25+V17r5np7v9r+iv68nyv?n7v21+f!67rz6,jvyyvnz+b'P211ryyB+gu2zn6+NA+S81xu286r5B+Nyr n1q526+Ovyv5v6B+R87uvzv26+cn1nt26,fVTZbQ+erp25q,.**%,BeSS: storage support for interactive visualization systems,"A. Biliris, T. A. Funkhouser, W. O'Connell, E. Panagos",International Conference on Management of Data,1996
N1n72z!+2s+n+1n7v9r+kZY+on6r+zn1ntrzr17+6!67rz,gu2567r1+SvrovtB+gvyy+jr67zn11B+e2or57+fpuvryrB+T8vq2+Z2r5x277rB+Pn5y-Pu5v67vn1+Xn11rB+W8yvn+ar8zn11B+f9r1+Uryzr5,iYQO+WA,",__,",Anatomy of a native XML base management system,"T. Fiebig, S. Helmer, C.-C. Kanne, G. Moerkotte, J. Neumann, R. Schiele, T. Westmann",Very Large Data Bases,2002
Qryv9r5v1t+c5r6r17n7v216+s52z+Z8y7vzrqvn+fr59r56,ar9?n7+U85xn1+Onyxv5B+T8y7rxv1+Ö?62!2ty8,iYQO+WA,.**&,Delivering presentations from multimedia servers,"Nevzat Hurkan Balkir, Gultekin Ozsoyoglu",Very Large Data Bases,1998
P2zov1n725vny+cn77r51+Qv6p29r5!+s25+fpvr17vsvp+Qn7nM+f2zr+c5ryvzv1n5!+er68y76,Xnv?u21t+mun1tB+Wn621+g621t-Yv+jn1tB+O58pr+NA+fun3v52B+gu2zn6+TA+Zn55B+T81t-jrv+Puv51B+Qr11v6+fun6un,fVTZbQ+erp25q,.-**#,Combinatorial pattern discovery for scientific data: some preliminary results,"Jason Tsong-Li Wang, Gung-Wei Chirn, Thomas G. Marr, Bruce Shapiro, Dennis Shasha, Kaizhong Zhang",International Conference on Management of Data,1994
P2zov1v1t+z8y7v-9v68ny+srn785r6+s25+rssvpvr17+v1qr v1t+v1+n+yn5tr+vzntr+qn7non6r,d8n1+mA+fur1tB+N11r+UA+UA+at8B+e21+YrvB+Q8+dA+U8!1u,iYQO+WA,",__.",Combining multi-visual features for efficient indexing in a large image database,"Anne H. H. Ngu, Quan Z. Sheng, Du Q. Huynh, Ron Lei",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
env1o20M+Qv675vo87rq+Qn7non6r+f!67rz+s25+Pyn66522z+Rq8pn7v21+n1q+R 3r5vzr17ny+er6rn5pu,Noqry6nynz+UrynyB+U8n+Yv,iYQO,",___",Rainbow: Distributed Database System for Classroom Education and Experimental Research,"Abdelsalam Helal, Hua Li",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000
Qv675vo87v1t+n+frn5pu+g5rr+Nz21t+n+T520v1t+a8zor5+2s+c52pr66256,O5vtv77r+X5öyyB+cr7r5+jvqzn!r5,fVTZbQ+P21sr5r1pr,.**#,Distributing a search tree among a growing number of processors,"Brigitte Kr&#246;ll, Peter Widmayer",International Conference on Management of Data,1994
b37vzv?v1t+2owrp7+48r5vr6+86v1t+n1+rssrp7v9r+pnyp8y86,Yr21vqn6+Srtn5n6B+Qn9vq+Znvr5,NPZ+g5n16A+Qn7non6r+f!67A,",___",Optimizing object queries using an effective calculus,"Leonidas Fegaras, David Maier",ACM Transactions on Database Systems (TODS) ,2000
h1v +eQOZfM+gur+ar 7+Tr1r5n7v21,Ovyy+e261royn77,fVTZbQ+P21sr5r1pr,.**#,Unix RDBMS: the next generation what are the Unix relational-database vendors doing to survive in the next generation of client/server environments,Bill Rosenblatt,ACM SIGMOD Record ,1994
erp25q-O281qn5!+Qv6p29r5!+v1+jro+Q2p8zr176,lv8-Xnv+atB+lA+fA+Wvn1tB+Qn9vq+jA+Rzoyr!,fVTZbQ+erp25q,.***,Record-boundary discovery in Web documents,"D. W. Embley, Y. Jiang, Y.-K. Ng",International Conference on Management of Data,1999
"Vz3yrzr17n7v21+2s+g02+frzn17vp+d8r5!+b37vzv?n7v21+grpu1v48r6+v1+QO,+h1v9r56ny+Qn7non6r",XA+Or51un5q+fpuvrsr5B+S5rq+X22B+gA+lA+Pyvss+Yr81tB+Yv14v+Yv8B+Wn5rx+T5!?B+kvn2!n1+dvn1B+dv+Pur1t,iYQO,.***,Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database,"Qi Cheng, Jarek Gryz, Fred Koo, T. Y. Cliff Leung, Linqi Liu, Xiaoyan Qian, K. Bernhard Schiefer",Very Large Data Bases,1999
Rssvpvr17+V1p5rzr17ny+Tn5ontr+P2yyrp7v21+s25+Pyvr17-fr59r5+bowrp7+Qn7non6r+f!67rz6,Yn85r17+Nz6nyrtB+byv9vr5+T58or5B+Zvpunry+WA+S5n1xyv1,iYQO,.-**$,Efficient Incremental Garbage Collection for Client-Server Object Database Systems,"Laurent Amsaleg, Michael J. Franklin, Olivier Gruber",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
N1ny!?v1t+d8n17v7n7v9r+Qn7non6r6M+Vzntr+v6+R9r5!7uv1t,er89r1+Xn6uvB+an7un1+fA+ar7n1!nu8B+Nzvu22q+Nzv5,iYQO,",__.",Analyzing Quantitative Databases: Image is Everything,"Amihood Amir, Reuven Kashi, Nathan S. Netanyahu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
kZVYYM+N1+Rssvpvr17+P2z35r6625+s25+kZY+Qn7n,Un57z87+YvrsxrB+Qn1+f8pv8,fVTZbQ+P21sr5r1pr,",-___",XMill: an efficient compressor for XML data,"Hartmut Liefke, Dan Suciu",International Conference on Management of Data,2000
Q!1nzvp+Z8y7v-er6285pr+Y2nq+Onyn1pv1t+v1+cn5nyyry+Qn7non6r+f!67rz6,e2or57+Zn5rxB+R5un5q+enuz,iYQO,.**$,Dynamic Multi-Resource Load Balancing in Parallel Database Systems,"Erhard Rahm, Robert Marek",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
hov48v7286B+frys-781v1tB+fpnynoyr+fr59r56,cr7r5+ZA+f3v52,fVTZbQ+erp25q,.**&, ,Peter Spiro,International Conference on Management of Data,1998
e21q2M+N+c52t5nzzv1t+cyn7s25z+s25+Tr1r5vp+Z2qry+Zn1ntrzr17,cuvyv3+NA+Or5167rv1B+R5un5q+enuzB+fr5tr!+Zry1vx,fVTZbQ+erp25q,",__;", ,"Sergey Melnik, Erhard Rahm, Philip A. Bernstein",International Conference on Management of Data,2003
QRiv6rM+V17rt5n7rq+d8r5!v1t+n1q+iv68nyv?n7v21+2s+Yn5tr+Qn7n6r76,Zv521+Yv91!B+entu8+enznx5v6u1n1B+Q21x2+Q21wr5x29vpB+fuvy3n+Yn0n1qrB+W866v+Z!yy!znxvB+T8n1t6u81+Pur1B+eA+Xr17+jr1tr5B+Xr9v1+fA+Or!r5,fVTZbQ+P21sr5r1pr,.**^,DEVise: integrated querying and visual exploration of large datasets,"M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger",International Conference on Management of Data,1997
;Q+Tr2t5n3uvp+ar7025x+Qv63yn!6,gn2621t+UrB+f7r3ur1+TA+RvpxB+Xr11r7u+PA+P2 ,fVTZbQ+P21sr5r1pr,.**%,3D geographic network displays,"Kenneth C. Cox, Stephen G. Eick, Taosong He",ACM SIGMOD Record ,1996
Sn67+arn5r67+arvtuo25+frn5pu+v1+Zrqvpny+Vzntr+Qn7non6r6,mr121+c52723n3n6B+Pu5v6726+Sny287626B+Ryv27+fvrtryB+Syv3+X251B+avx2yn26+fvqv52328y26,iYQO,.**%,Fast Nearest Neighbor Search in Medical Image Databases,"Flip Korn, Nikolaos Sidiropoulos, Christos Faloutsos, Eliot Siegel, Zenon Protopapas",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996
Q8ny-O8ssr5v1t+f75n7rtvr6+v1+bowrp7+On6r6,Nys216+Xrz3r5B+Q21nyq+X266zn11,iYQO,.**#,Dual-Buffering Strategies in Object Bases,"Alfons Kemper, Donald Kossmann",Very Large Data Bases,1994
cr5s25zn1pr+g5nqr2ss6+s25+Pyvr17-fr59r5+d8r5!+c52pr66v1t,Q21nyq+X266zn11B+Zvpunry+WA+S5n1xyv1B+Owö51+Þó5+Wó16621,fVTZbQ+P21sr5r1pr,.-**%,Performance tradeoffs for client-server query processing,"Michael J. Franklin, Bj&#246;rn Th&#243;r J&#243;nsson, Donald Kossmann",International Conference on Management of Data,1996
b1+Rssvpvr17y!+Vz3yrzr17v1t+fpurznfdY+21+n1+fdY+Qn7non6r+f!67rz,Sr5rvq221+fnq5vB+Ynx6+iA+fA+Ynx6uzn1n1B+f8oo8+aA+f8o5nzn1vn1,iYQO,.***,On Efficiently Implementing SchemaSQL on an SQL Database System,"Laks V. S. Lakshmanan, Fereidoon Sadri, Subbu N. Subramanian",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1999
gur+Vz3np7+2s+Qn7non6r+er6rn5pu+21+V1q8675vny+c52q8p76+(cn1ry+f8zzn5!),Qn9vq+OA+Y2zr7B+Qn1vry+On5on5áB+W26é+NA+Oynxryr!B+Zvpunry+f721ro5nxr5B+Qn1vry+UA+Sv6uzn1,fVTZbQ+P21sr5r1pr,.**#,The impact of database research on industrial products (panel),"Jos&#233; A. Blakeley, Dan Fishman, David Lomet, Michael Stonebraker",ACM SIGMOD Record ,1994
N+Yn!r5rq+N5puv7rp785r+s25+d8r5!v1t+Q!1nzvp+jro+P217r17,Un6n1+Qn98yp8B+Zvpunry+Xvsr5B+VA+iA+enznx5v6u1n1B+W8yvn1n+S5rv5r,fVTZbQ+P21sr5r1pr,.***,A layered architecture for querying dynamic Web content,"Hasan Davulcu, Juliana Freire, Michael Kifer, I. V. Ramakrishnan",International Conference on Management of Data,1999
N3352 vzn7r+W2v1+c52pr66v1t+b9r5+Qn7n+f75rnz6,W2un11r6+Tru5xrB+Nouv1n1qn1+Qn6B+Zv5rx+evrqr0nyq,fVTZbQ+P21sr5r1pr,",__;",Approximate join processing over data streams,"Abhinandan Das, Johannes Gehrke, Mirek Riedewald",International Conference on Management of Data,2003
frzn17vp+V17rt5n7v21+2s+R19v521zr17ny+Z2qry6+s25+N33yvpn7v21+72+Ty2ony+V1s25zn7v21+f!67rz6+n1q+Qrpv6v21-Znxv1t,QA+fp277+Znpxn!,fVTZbQ+P21sr5r1pr,.***,Semantic integration of environmental models for application to global information systems and decision-making,D. Scott Mackay,ACM SIGMOD Record ,1999
Y20-P267+P2z3r16n7v21-On6rq+d8r5!+c52pr66v1t,Ø!67rv1+g25owø516r1B+Ø!67rv1+T5ø9yr1B+f9rv1-byns+U9n66u29q,iYQO,.**&,Low-Cost Compensation-Based Query Processing,"&#216;ystein Gr&#248;vlen, Svein-Olaf Hvasshovd, &#216;ystein Torbj&#248;rnsen",Very Large Data Bases,1998
Yn5tr+Qn7non6r6+s25+erz27r+fr16v1t+n1q+TVf,NA+eA+Qn6t837n,iYQO,.**%,Large Databases for Remote Sensing and GIS,A. R. Dasgupta,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996
erzv1v6pr1pr6+21+V1sy8r17vny+cn3r56,gur2q25r+W2u1621B+Nz5+Ry+NoonqvB+evpun5q+gA+f12qt5n66B+Xr11r7u+NA+e266,fVTZbQ+P21sr5r1pr,",__,",Reminiscences on influential papers,"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",ACM SIGMOD Record ,2002
N+er63216r+72+eA+Pnz36'+N57vpyr+``Q2znv16B+eryn7v216+n1q+eryvtv286+jn56'',PA+WA+Qn7r,fVTZbQ+erp25q,.**%,"A response to R. Camps' article Domains, relations and religious wars",C. J. Date,ACM SIGMOD Record ,1996
S52z+Qn7n+V1qr3r1qr1pr+72+X120yrqtr+V1qr3r1qr1prM+N1+21-t2v1t+f725!,Yn85r17+ivrvyyr,iYQO,.**&, ,Laurent Vieille,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998
N+U!3r57r 7+d8r5!+Yn1t8ntr+s25+Vzntr6,Yv+ln1t,fVTZbQ+P21sr5r1pr,.**#,A hypertext query language for images,Li Yang,ACM SIGMOD Record ,1994
fdY+Z8y7vzrqvn+n1q+N33yvpn7v21+cnpxntr6+(fdY/ZZ),Wvz+Zry721B+N1q5r0+Rv6r1or5t,fVTZbQ+erp25q,",__.",SQL multimedia and application packages (SQL/MM),"Jim Melton, Andrew Eisenberg",ACM SIGMOD Record ,2001
N1+Rz3v5vpny+cr5s25zn1pr+f78q!+2s+7ur+V1t5r6+frn5pu+Nppryr5n725+s25+n+Yn5tr+c523r57!+Zn1ntrzr17+Qn7non6r+f!67rz,W2u1+TA+U8tur6B+Qn9vq+NA+OryyB+fn5now27+fA+N1n1q,iYQO,.**#,An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,"Sarabjot S. Anand, David A. Bell, John G. Hughes",Very Large Data Bases,1994
Ur85v67vp+n1q+en1q2zv?rq+b37vzv?n7v21+s25+7ur+W2v1+b5qr5v1t+c52oyrz,T8vq2+Z2r5x277rB+Zvpunry+f7rv1o5811B+Nys216+Xrz3r5,iYQO+WA,.**^,Heuristic and randomized optimization for the join ordering problem,"Michael Steinbrunn, Guido Moerkotte, Alfons Kemper",Very Large Data Bases,1997
Ntr17-On6rq+frzn17vp+V17r523r5novyv7!+v1+V1s2fyr87u,O58pr+On5tzr!r5B+O5nq+cr55!B+Wr55!+S20yr5B+Zn5vn1+UA+a2qv1r,fVTZbQ+erp25q,.***,Agent-based semantic interoperability in infosleuth,"Jerry Fowler, Brad Perry, Marian Nodine, Bruce Bargmeyer",ACM SIGMOD Record ,1999
Py867r5v1t+o!+3n77r51+6vzvyn5v7!+v1+yn5tr+qn7n+6r76,Unv 81+jn1tB+jrv+jn1tB+cuvyv3+fA+l8B+Wv21t+ln1t,fVTZbQ+erp25q,",__,",Clustering by pattern similarity in large data sets,"Haixun Wang, Wei Wang, Jiong Yang, Philip S. Yu",International Conference on Management of Data,2002
Punyyr1tr6+s25+Ty2ony+V1s25zn7v21+f!67rz6,Ny21+lA+Yr9!B+Qv9r6u+f5v9n67n9nB+No5nunz+fvyor56pun7?B+Zn5vn+mrzn1x29n,iYQO,.**#,Challenges for Global Information Systems,"Alon Y. Levy, Abraham Silberschatz, Divesh Srivastava, Maria Zemankova",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994
cvp2QOZfM+inyvqn7v21+n1q+R 3r5vr1pr,cuvyv33r+c8pur5nyB+Pu5v6723ur+O2ov1rn8B+Y8p+O28tn1vzB+cn75vpx+inyq85vr?B+avp2yn6+N1pvn8 ,iYQO,",__.",PicoDBMS: Validation and Experience,"Nicolas Anciaux, Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
b1+c52pr66v1t+kZY+v1+YQNc,crq52+W26é+Zn55ó1B+Tr25t+Yn86r1,iYQO,",__.",On Processing XML in LDAP,"Pedro Jos&#233; Marr&#243;n, Georg Lausen",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
V17r59vr0v1t+Q85v1t+n+gvtu7+W2o+Zn5xr7,mnpun5!+TA+V9r6B+dv21t+Y82,fVTZbQ+P21sr5r1pr,",__,",Interviewing during a tight job market,"Zachary G. Ives, Qiong Luo",ACM SIGMOD Record ,2002
V1qr3r1qr1pr+v6+T22qM+Qr3r1qr1p!-On6rq+Uv672t5nz+f!1236r6+s25+Uvtu-Qvzr16v21ny+Qn7n,Nz2y+Qr6u3n1qrB+enwrr9+en672tvB+Zv126+aA+Tn52snynxv6,fVTZbQ+erp25q,",__.",Independence is good: dependency-based histogram synopses for high-dimensional data,"Amol Deshpande, Minos Garofalakis, Rajeev Rastogi",International Conference on Management of Data,2001
Qn7non6r+grpu1v48r6+s25+7ur+j25yq-jvqr+jroM+N+f859r!,Qn1vryn+Sy25r6p8B+Nyor572+bA+Zr1qry?21B+Ny21+lA+Yr9!,fVTZbQ+erp25q,.**&,Database techniques for the World-Wide Web: a survey,"Daniela Florescu, Alon Levy, Alberto Mendelzon",ACM SIGMOD Record ,1998
c5263rp725M+N+P217r17-On6rq+Z8y7vzrqvn+fr59r5+s25+Zn66v9ry!+cn5nyyry+N5puv7rp785r6,TA+Yv1qr5zn1B+Nyr n1q526+Ovyv5v6B+UA+Pur1B+XA+Tn1n3n7uvB+R87uvzv26+cn1nt26B+fA+Pu22B+Qn9vq+fpu5nqr5B+jvyyvnz+b'P211ryy,fVTZbQ+P21sr5r1pr,.**%, ,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,1996
Rssvpvr17y!+c8oyv6uv1t+eryn7v21ny+Qn7n+n6+kZY+Q2p8zr176,Or57u2yq+erv10nyqB+Wn!n9ry+fun1z8tn681qn5nzB+Zvpunry+WA+Pn5r!B+R8tr1r+WA+furxv7nB+Unzvq+cv5nur6uB+O58pr+TA+Yv1q6n!B+evz21+On55,iYQO,",___",Efficiently Publishing Relational Data as XML Documents,"Jayavel Shanmugasundaram, Eugene J. Shekita, Rimon Barr, Michael J. Carey, Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000
b37vzv?v1t+Z8y7v3yr+Qvzr16v21ny+d8r5vr6+fvz8y7n1r286y!+v1+Z8y7vqvzr16v21ny+Qn7non6r6,Wrss5r!+k8+l8B+jrvsn+Yvn1tB+Zn5vn+RA+b5y206xn,iYQO+WA,",___", ,"Weifa Liang, Maria E. Orlowska, Jeffrey X. Yu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000
f7n7vp+N1ny!6v6+grpu1v48r6+s25+c5rqvp7v1t+7ur+Orun9v25+2s+Np7v9r+Qn7non6r+e8yr6,Nyr n1qr5+Nvxr1B+Wr11vsr5+jvq2zB+W26r3u+ZA+Uryyr567rv1,NPZ+g5n16A+Qn7non6r+f!67A,.**$,Static analysis techniques for predicting the behavior of active database rules,"Alexander Aiken, Joseph M. Hellerstein, Jennifer Widom",ACM Transactions on Database Systems (TODS) ,1995
Zvp5262s7Ap2zM+N+Uvtu-fpnyr+Qn7n+Zn1ntrzr17+n1q+g5n16np7v21+c52pr66v1t+f2y87v21,fur55v+Xr11nzr5,fVTZbQ+erp25q,.**&,Microsoft.com: a high-scale data management and transaction processing solution,Sherri Kennamer,International Conference on Management of Data,1998
P2z387v1t+Pn3novyv7vr6+2s+Zrqvn7256,Pur1+YvB+enzn1n+lr51r1vB+Wrss5r!+QA+hyyzn1B+Urp725+Tn5pvn-Z2yv1n,fVTZbQ+P21sr5r1pr,.***,Computing capabilities of mediators,"Ramana Yerneni, Chen Li, Hector Garcia-Molina, Jeffrey Ullman",International Conference on Management of Data,1999
fvz8y7n1r286+b37vzv?n7v21+n1q+R9ny8n7v21+2s+Z8y7v3yr+Qvzr16v21ny+d8r5vr6,Nzv7+fu8xynB+Wrss5r!+SA+an8tu721B+lvu21t+mun2B+c5n6nq+Qr6u3n1qr,fVTZbQ+erp25q,.**&,Simultaneous optimization and evaluation of multiple dimensional queries,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla",International Conference on Management of Data,1998
